participant_id	group	run	n_volumes	defined_fd_frames	mean_fd_mm	proportion_fd_gt_0_5	mean_std_dvars_diagnostic	mask_voxels	C0_columns	C0_rank	C0_gain_demean_estimable	C0_gain_demean_projection_error	C0_loss_demean_estimable	C0_loss_demean_projection_error	C1_columns	C1_rank	C1_gain_demean_estimable	C1_gain_demean_projection_error	C1_loss_demean_estimable	C1_loss_demean_projection_error	C2_columns	C2_rank	C2_gain_demean_estimable	C2_gain_demean_projection_error	C2_loss_demean_estimable	C2_loss_demean_projection_error
sub-009	equalIndifference	3	453	452	0.06869693464973449	0.0	1.0091253584070796	247666	17	17	True	1.1714393841943037e-15	True	3.8928591820649156e-16	35	35	True	9.751899148593153e-16	True	8.914307484182385e-16	41	41	True	5.64500303898392e-16	True	5.079151340364469e-16
sub-009	equalIndifference	4	453	452	0.08473781360288399	0.0	1.0146817522123894	249163	17	17	True	7.571571444253811e-16	True	7.51107618457005e-16	35	35	True	1.123627599054306e-15	True	1.3808812298642373e-15	41	41	True	1.0406347306663514e-15	True	9.225618182915482e-16
sub-010	equalRange	1	453	452	0.030022606956870774	0.0	1.0234793694690265	255242	18	18	True	1.4629689269220422e-15	True	2.4459718196788343e-16	36	36	True	1.557768984206464e-15	True	8.004597101570506e-16	42	42	True	9.650883231405398e-16	True	4.8850807829175245e-16
sub-010	equalRange	2	453	452	0.07909227288558182	0.0	1.0142080420353983	266392	17	17	True	5.804551170488651e-16	True	1.0006416046545905e-15	35	35	True	4.2048380961311297e-16	True	1.0674719415983306e-15	41	41	True	7.666153943047493e-16	True	9.115336738667985e-16
sub-010	equalRange	3	453	452	0.08235866115147986	0.0	1.0029631106194692	262935	18	18	True	5.174802883553315e-16	True	2.3179214655938696e-15	36	36	True	3.3335118284706337e-16	True	1.0562197232894582e-15	42	42	True	2.3375335899385514e-16	True	3.162941225930449e-16
sub-010	equalRange	4	453	452	0.07767151318391927	0.0	1.018898342920354	253324	17	17	True	1.790978587599433e-16	True	1.7481155028688938e-16	35	35	True	1.0885655759261117e-15	True	9.73419314601456e-16	41	41	True	6.777737580624474e-16	True	4.550034941173908e-16
sub-011	equalIndifference	1	453	452	0.15539367176009464	0.0	1.0449701769911506	257318	17	17	True	6.278581077730217e-16	True	4.897742561058415e-16	35	35	True	2.95259772039438e-16	True	3.701148003245921e-16	41	41	True	6.978116600339481e-16	True	7.253660787626868e-16
sub-011	equalIndifference	2	453	452	0.15402861716690758	0.0	1.042350557522124	257418	17	16	True	4.768848882771761e-16	True	1.4231747810662685e-15	35	31	True	6.717069183702825e-16	True	4.919745588116435e-16	41	37	True	6.096917034130224e-16	True	9.183728921295478e-16
sub-011	equalIndifference	3	453	452	0.16190963068684325	0.004424778761061947	1.0529351283185842	266701	17	17	True	2.904291188768058e-16	True	7.239348763475006e-16	35	35	True	7.540869990420584e-16	True	1.0256695047270776e-15	41	41	True	1.066108535228976e-15	True	9.318074673217304e-16
sub-011	equalIndifference	4	453	452	0.1122155637810181	0.0	1.0288878340707965	266019	17	17	True	4.619640053723703e-16	True	1.0191327184177215e-15	35	35	True	9.183109022232214e-16	True	3.532231585365558e-16	41	41	True	3.3124821287425936e-16	True	9.256404793192342e-16
sub-013	equalIndifference	1	453	452	0.10516565779933626	0.0022123893805309734	1.0121353561946902	245723	17	17	True	2.9211709594829964e-16	True	5.710456999593172e-16	35	35	True	3.622835542129666e-16	True	1.4518987310087806e-15	41	41	True	1.3802511115772584e-15	True	5.432902012854693e-16
sub-013	equalIndifference	2	453	452	0.11459274730088492	0.008849557522123894	1.0313979491150442	253928	17	17	True	5.649091655400087e-16	True	9.918440018737502e-16	35	35	True	4.1376028091429816e-16	True	7.536122257813718e-16	41	41	True	6.053562543031667e-16	True	8.544472213728307e-16
sub-013	equalIndifference	3	453	452	0.14693968482610614	0.03761061946902655	1.0493649004424779	244615	17	17	True	5.972792476844231e-16	True	7.956467321310525e-16	35	35	True	3.325458506162621e-16	True	4.322145290022004e-16	41	41	True	7.151595047923534e-16	True	5.551242999889697e-16
