record_type	contrast	confound	qc	smoothing	n_subjects	df	fdr_rejected_voxels	fdr_rejected_proportion	fdr_positive_voxels	fdr_negative_voxels	fdr_any_rejection	cell_a	cell_b	differing_axes	n_differing_axes	pearson_r	pearson_r_ci_lower	pearson_r_ci_upper	cosine_similarity	cosine_similarity_ci_lower	cosine_similarity_ci_upper	normalized_rms_difference	normalized_rms_difference_ci_lower	normalized_rms_difference_ci_upper	sign_agreement	fdr_jaccard	bootstrap_replicates	bootstrap_seed	notes
pairwise_cell_stability	gain_demean											C0/Q0/S2	C1/Q0/S0	C:S	2.0	0.4305170603911538	0.3429715914102885	0.4157014362699158	0.431881962714549	0.3457043310465581	0.4218193609457448	0.9114476159449543	0.9084331629562642	0.9534384317127775	0.648777112465855	0.000999750062484379	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q0/S2	C1/Q1/S0	C:Q:S	3.0	0.43255931066447617	0.3333585368958501	0.4168794700146309	0.42649378640335356	0.32410676198480126	0.41930662236019783	0.9104354113384865	0.8536042914997342	0.964080043928495	0.6475334213715878	0.0006998250437390653	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q0/S2	C1/Q2/S0	C:Q:S	3.0	0.4289328602339863	0.32669605391831513	0.41443426106667874	0.4258271119351921	0.32134689575448966	0.4169206493027088	0.9276970059742266	0.8556129234135801	0.9915961078932447	0.6477595470250909	0.0008997300809757073	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q0/S2	C1/Q0/S1	C:S	2.0	0.9198069723365938	0.8622999053242306	0.9141631753595758	0.9190907314535375	0.8590435207845645	0.9168510086977153	0.1657927074935875	0.15793489009830844	0.17891252234681637	0.8574096854139909	0.391364969469686	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q0/S2	C1/Q1/S1	C:Q:S	3.0	0.9128615091819426	0.8036154028292919	0.9132973200783102	0.9004439927868295	0.7738729451385478	0.9128699590314696	0.18042053264692973	0.16080355991438214	0.20601128337158642	0.845027044628159	0.3869197134617174	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q0/S2	C1/Q2/S1	C:Q:S	3.0	0.9090860896401589	0.7924815775937231	0.909698127320533	0.9022077061584169	0.7805893962088519	0.9100035507145839	0.18307263968991838	0.1679914768400149	0.20919296914023022	0.8442898749977388	0.4253597535745483	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q0/S2	C1/Q0/S2	C	1.0	0.9827727295699982	0.950352888383339	0.9856433827791182	0.9824488737051527	0.9448681051568495	0.9857331234219637	0.06119962297342322	0.048755295242237	0.09065478550780653	0.9277076285750466	0.7374922518374214	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q0/S2	C1/Q1/S2	C:Q	2.0	0.9750705270394862	0.8808452503503943	0.9848412249710574	0.9632948523278033	0.8552676085194076	0.9838710976303859	0.08836369001229034	0.05127653637343936	0.14155572301955996	0.903819714538975	0.6345430270663915	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q0/S2	C1/Q2/S2	C:Q	2.0	0.9706614874361824	0.8710082675187557	0.9816640334238066	0.9650745675111252	0.854160251421907	0.9809662320342176	0.08712838889416652	0.05695605956098296	0.13931617797822818	0.9045749742216755	0.650696118845765	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q0/S2	C2/Q0/S0	C:S	2.0	0.43926535118648885	0.3408723066993347	0.4165043730408416	0.43977644615454986	0.33793399291482273	0.42026728546626746	0.8806977952607843	0.8703326970742893	0.9304768708036883	0.6475062862931674	0.0015996000999750062	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q0/S2	C2/Q1/S0	C:Q:S	3.0	0.44302686889487186	0.3337667248809058	0.42040555558551274	0.4348585824012626	0.317598849496636	0.4182188270560171	0.8763476310576264	0.8214204900519713	0.9336094770678798	0.6456203983429513	0.002049282751037137	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q0/S2	C2/Q2/S0	C:Q:S	3.0	0.4356914159254895	0.323813568109644	0.41469143797088365	0.4304794253521189	0.31068136433999644	0.41394115783654045	0.8956613049268451	0.8251602133399156	0.9614228375463245	0.6458736590748747	0.002648940423830468	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q0/S2	C2/Q0/S1	C:S	2.0	0.9121733164876552	0.8385518511384061	0.9034499916768687	0.9102991666465273	0.82274809125641	0.9026476053026754	0.17107331474150836	0.16251960957769676	0.19409540183714788	0.8436974257855605	0.4634863734546624	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q0/S2	C2/Q1/S1	C:Q:S	3.0	0.9086791265930741	0.7947783831802754	0.9033506922428655	0.8926258588746632	0.751063278482425	0.9000447195182337	0.1842045119544731	0.16549128561503662	0.21492409669085064	0.8302293818629136	0.4433304272013949	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q0/S2	C2/Q2/S1	C:Q:S	3.0	0.9014076941305863	0.7766729287653902	0.8974439888220948	0.8922352177558975	0.7515970780564384	0.894123150170636	0.187429504771023	0.17138634719455292	0.21674548102383545	0.8302293818629136	0.4617689870708109	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q0/S2	C2/Q0/S2	C	1.0	0.9698796915638839	0.9189302244573004	0.9697744219772481	0.9688520792469791	0.9015434402983801	0.9681860583735248	0.08144520946850972	0.07216281734628802	0.12192962876131963	0.9079352014327321	0.6623627189076877	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q0/S2	C2/Q1/S2	C:Q	2.0	0.9643616595443776	0.8693727812042897	0.968739548210189	0.9484258448397668	0.8230707530650162	0.9652770084040072	0.10478960093105215	0.07491406329920572	0.1577278757949563	0.8808860507606867	0.5737896494156928	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q0/S2	C2/Q2/S2	C:Q	2.0	0.9592084264971008	0.8538257945172324	0.96519767303022	0.9522956057835316	0.8296133635204899	0.9624043248908204	0.10145496436244188	0.07857135075425348	0.15235564868887044	0.8850422402720743	0.5632682574114244	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C0/Q2/S2	Q	1.0	0.9905302987529969	0.9400741562382978	0.9995838502296176	0.9881168294994139	0.9271127042235425	0.9995178662813321	0.05237811262411286	0.008987679516890185	0.10305222547338752	0.9519121185260225	0.7160384982734553	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C1/Q0/S0	C:Q:S	3.0	0.4269438495455933	0.322913262611723	0.41434507663939757	0.43017678340355053	0.32649582426030527	0.420221718258087	0.912096409135316	0.9086986428880817	0.9571340867342194	0.6485374192731417	0.000916988416988417	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C1/Q1/S0	C:S	2.0	0.4394158018800954	0.35494657766092924	0.42086792326645633	0.4370746406059521	0.3504233197002341	0.4217883512173578	0.906669148194901	0.8427958245882632	0.962374859326044	0.6520785470070009	0.0006274131274131274	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C1/Q2/S0	C:Q:S	3.0	0.4344129106985653	0.3452693049248004	0.41652350283833023	0.4342452196321409	0.34203353527978997	0.4191715160421199	0.9247136302743934	0.8464643199534178	0.990651983250267	0.6513820799942112	0.0008204237247237102	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C1/Q0/S1	C:Q:S	3.0	0.9131936912802865	0.8035322384995496	0.9125140103903466	0.9151726541746488	0.798403838815523	0.9146225885081727	0.16896733946180664	0.1586052847201469	0.20782971916234558	0.8547459252157239	0.3828110427159112	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C1/Q1/S1	C:S	2.0	0.9253246594097867	0.8782586426099882	0.916842479081433	0.9202658763614352	0.8604548142014352	0.9172894489159078	0.16533184690994704	0.1482982435558576	0.18201225042234964	0.8602272110566399	0.4071718289085546	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C1/Q2/S1	C:Q:S	3.0	0.9192493758268897	0.8448789992648461	0.913527107289178	0.9177103731896346	0.8387446887342975	0.9143079870362019	0.17140907011605996	0.1541658769327823	0.19390375240430488	0.8576267660413539	0.4358080579447714	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C1/Q0/S2	C:Q	2.0	0.9767767439992483	0.8932114695735012	0.9845599935698144	0.9774803771797884	0.8740514508731725	0.9844140066045347	0.06929161047630572	0.051011067225257355	0.12998694545339257	0.9220770998028184	0.7142305547213522	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C1/Q1/S2	C	1.0	0.9869152802546759	0.969563675852271	0.9868470690210046	0.9823636306300345	0.9460178868163157	0.986418504824793	0.06122145833776825	0.04608680514532136	0.0918653353200292	0.9295935165252628	0.716486452636413	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C1/Q2/S2	C:Q	2.0	0.9806503369592816	0.9250843954133605	0.984961543969253	0.9796111144762663	0.9165961362856415	0.9844410901022013	0.06664772039494567	0.05070020365097848	0.10856491833942432	0.9267579008303334	0.6990119277250718	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C2/Q0/S0	C:Q:S	3.0	0.43319042395149326	0.3169612205826787	0.4139240149878511	0.4358886747986935	0.3158008799842913	0.4172649458018396	0.8821352796685078	0.8706180999057864	0.9370502188137683	0.6462445051466199	0.0014478065730418417	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C2/Q1/S0	C:S	2.0	0.4474101549013703	0.3496800274904695	0.42193126133780484	0.4436100542248724	0.33957823221285427	0.4207023365116192	0.8732237908546326	0.8102118407124238	0.9327556846962415	0.6492157962336511	0.0019303156066016794	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C2/Q2/S0	C:Q:S	3.0	0.43994002494985046	0.3380920491590237	0.4169676170029896	0.43828418523480683	0.3312053739475807	0.41658080305617745	0.8928874662128875	0.8159654799591949	0.9599444163240979	0.6485555093254219	0.0025092891955797907	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C2/Q0/S1	C:Q:S	3.0	0.9029273614100476	0.7815707710865024	0.9014086716572562	0.9045291528721477	0.7671375944956955	0.8996061473239685	0.1755118551822542	0.16394033141368095	0.21867742841577636	0.8398759022413574	0.45387157274269896	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C2/Q1/S1	C:S	2.0	0.9175081136576806	0.8504655292193618	0.9064464561950869	0.9100360051496077	0.8190406562050989	0.9031025045857196	0.1714153199794554	0.15483340015552685	0.1974204573049816	0.8429331210767199	0.4695225268279967	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C2/Q2/S1	C:Q:S	3.0	0.9097490882725887	0.8224365618067754	0.9018219867794253	0.9068451955299242	0.8048035904762341	0.8988635823477613	0.17684169067383637	0.16004247560901094	0.203880258560891	0.842580365057255	0.47747213156444707	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C2/Q0/S2	C:Q	2.0	0.962904880807031	0.8680971104025864	0.9682789813042295	0.9640048120215933	0.8400118475986404	0.9664638460030307	0.0875106659205688	0.0741162571592073	0.14636706487543416	0.9023408527650645	0.6564046579330423	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C2/Q1/S2	C	1.0	0.9736895149300553	0.9343945263112562	0.9718226731379098	0.9664669162230023	0.9009767894131344	0.9691091358246274	0.08445552775424592	0.06890835916379424	0.12654342227975585	0.9017303135006061	0.614938067433933	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q1/S2	C2/Q2/S2	C:Q	2.0	0.9678458067120967	0.903054742557177	0.968979579279098	0.9662119584930132	0.8876688839410217	0.966718326996817	0.08537752620294413	0.0731284939715735	0.12901484358762333	0.9045840192478156	0.5920209576113373	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q2/S2	C1/Q0/S0	C:Q:S	3.0	0.42147541926036775	0.31264042418649785	0.40889412642421685	0.4224535439205625	0.3167542594820709	0.414519050479579	0.9137280928004529	0.9113057578368501	0.9571519769521102	0.6470314224208108	0.0007693787266782073	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q2/S2	C1/Q1/S0	C:Q:S	3.0	0.43266676733091425	0.338540955095818	0.4155695886023809	0.4254015757809566	0.32896855683209014	0.41636990701378573	0.9096997563428635	0.8456852590527707	0.9641574382930689	0.649206751207511	0.0005385651086747452	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q2/S2	C1/Q2/S0	C:S	2.0	0.4371699736973148	0.3523192811139997	0.4195798574480504	0.43279681956830196	0.34567067015758174	0.4217232513329204	0.9239053067140919	0.8442696439939961	0.9886943211348248	0.6525624559054976	0.0006924142175719341	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q2/S2	C1/Q0/S1	C:Q:S	3.0	0.9031128223821775	0.7852633027083626	0.9071091558744966	0.9019704305179721	0.7844307918859252	0.9077781162517056	0.176883491396354	0.16155960085387264	0.21236930906820814	0.8468360498561841	0.30996849684968497	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q2/S2	C1/Q1/S1	C:Q:S	3.0	0.913200884523903	0.8339628788889458	0.9124298085956313	0.8983743157536311	0.8070102229784151	0.9102010997673287	0.17998762394045656	0.1541126697606744	0.20786379111013048	0.8475053817905533	0.3222792569888105	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q2/S2	C1/Q2/S1	C:S	2.0	0.924721909429288	0.8769324167834788	0.9168041807244103	0.9153725185513978	0.849802363854993	0.916973377548406	0.17028341673732592	0.1498260928785049	0.1899664716036266	0.8589609073970224	0.36985743380855396	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q2/S2	C1/Q0/S2	C:Q	2.0	0.9682481147867383	0.8759357465482899	0.9807803620123523	0.967886589267084	0.8685248038352028	0.9799037457109927	0.08483752819389516	0.05826490671949499	0.13657715045942218	0.9081975071907957	0.6243401443602542	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q2/S2	C1/Q1/S2	C:Q	2.0	0.9764315362938095	0.9234496575087235	0.9842848145373702	0.9622074442765295	0.890661772916667	0.9828304723775249	0.091906405879765	0.052557537022691725	0.13111473467222093	0.9041453354800195	0.5905303939383549	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q2/S2	C1/Q2/S2	C	1.0	0.9866895863419225	0.9681385090069711	0.9873762089868666	0.9787279077999718	0.9374782884598288	0.9866380492603786	0.06925141536324683	0.046451775239046	0.10225160862927203	0.9253333092132636	0.7017778090085026	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q2/S2	C2/Q0/S0	C:Q:S	3.0	0.43045688739062776	0.3103223239796519	0.41076160009547463	0.43049889123465307	0.3113920020072173	0.41352877953252054	0.8829580103288698	0.872986765678044	0.9358400549811856	0.6455163805423397	0.0012310059626851318	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q2/S2	C2/Q1/S0	C:Q:S	3.0	0.4430665719935075	0.3387442693932569	0.4178098857779029	0.4335463601120336	0.3221888416017703	0.4161138248107577	0.8757259942715352	0.8124201299238526	0.9338807492178129	0.6469319271332694	0.0015771050505827596	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q2/S2	C2/Q2/S0	C:S	2.0	0.44390303125300323	0.3461710903712816	0.42114229229254196	0.43727615976248585	0.3323509181338215	0.4195084522332649	0.8919941923650248	0.8142801266399095	0.9590730814267219	0.6501067313084535	0.0020386183552580967	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q2/S2	C2/Q0/S1	C:Q:S	3.0	0.8965736027872155	0.7683527454545692	0.8957821087158614	0.8940207505415412	0.7572271372754072	0.8933836056290033	0.18148748659906877	0.16623174999951884	0.2215578490428966	0.8330876101231932	0.37969513529283055	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q2/S2	C2/Q1/S1	C:Q:S	3.0	0.9085799134953109	0.8211025293678259	0.901950750025361	0.8898520668312627	0.770440820656822	0.8966320160769851	0.18463938629337548	0.159910462132421	0.21971015041579667	0.830618317986939	0.38021109110805185	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q2/S2	C2/Q2/S1	C:S	2.0	0.9160678958339059	0.8501229449461168	0.9060395713693651	0.904268548738179	0.8098311633269365	0.9030185787167316	0.17646547206307744	0.1540656012086621	0.20603732167780425	0.843661245681	0.4189146190560368	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q2/S2	C2/Q0/S2	C:Q	2.0	0.9566615473694922	0.8566233807980735	0.9640729748101816	0.9552194590323906	0.8323629162193411	0.9616041570238028	0.09992898807918349	0.08080002657900458	0.15590016531293857	0.8907315617142133	0.6380933952528379	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q2/S2	C2/Q1/S2	C:Q	2.0	0.9650503808222204	0.9030846029404395	0.9680415893921329	0.9463456870855664	0.8420089905155168	0.9645187339197021	0.10926125528578658	0.07530120353765961	0.15885183935416522	0.8798096926500117	0.5718850785572684	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C0/Q2/S2	C2/Q2/S2	C	1.0	0.9737883899222729	0.9358509641644976	0.9724912134250636	0.9644179376105162	0.8943292442866645	0.9700443689178321	0.08933891964420869	0.06884833176598883	0.13358745556756807	0.9027885815590007	0.6427160421027803	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q0/S0	C1/Q1/S0	Q	1.0	0.9695785380851547	0.851050987187419	0.9996604920059686	0.9690778143808323	0.8486889962179486	0.9996606522400334	0.24920638626481648	0.026711835231627828	0.5325350583772271	0.9247318149749453	0.5454545454545454	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q0/S0	C1/Q2/S0	Q	1.0	0.9468303290201509	0.8061092710175908	0.9951928739317406	0.9467523014140374	0.8050175022566042	0.9952127120247635	0.3302537691389982	0.10101855254507085	0.6058009602356946	0.8976419616852692	0.5	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q0/S0	C1/Q0/S1	S	1.0	0.6037049772311162	0.5646908560297371	0.5979650204599941	0.6048730036006668	0.5655497158025751	0.6005650048082487	0.8243958943689536	0.8227867772676014	0.8665536610545675	0.7209880786555473	0.0022386389075442132	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q0/S0	C1/Q1/S1	Q:S	2.0	0.5907037869531679	0.4952918796763843	0.5946764371713829	0.5923302126512597	0.49596602381310895	0.597557600318668	0.830410864421995	0.8249008913013048	0.8891572824949364	0.7147289205665804	0.002038528182652125	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q0/S0	C1/Q2/S1	Q:S	2.0	0.583015994308535	0.47554921725232446	0.5899366781854919	0.5850985860218916	0.47648489179861386	0.593069189460958	0.8325969981690368	0.827335833993264	0.8905210435235991	0.7107084064472946	0.0018185124568103291	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q0/S0	C1/Q0/S2	S	1.0	0.44096742810033573	0.36334501746085435	0.4264540266631169	0.44366750614862904	0.36557499638097196	0.4336604788298963	0.9071658195087456	0.9036760853107526	0.9493002407788731	0.6552126485645543	0.0009875773169083632	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q0/S0	C1/Q1/S2	Q:S	2.0	0.43543656278265064	0.33533126747972924	0.42446935805984265	0.43812390120214295	0.33678400548855375	0.4311145115717055	0.9092986689784854	0.9048911509233563	0.9551777637248344	0.652372510356555	0.0009315095357160367	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q0/S0	C1/Q2/S2	Q:S	2.0	0.4308185493729257	0.3232213935566824	0.41999084505963447	0.43424463165031557	0.32641620652429226	0.42714310009168494	0.9099922441222387	0.9067650111787419	0.9549254029177087	0.6507398831382623	0.0008466268603511273	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q0/S0	C2/Q0/S0	C	1.0	0.9456681928306702	0.9218957652834658	0.9563551943504309	0.9458564313308478	0.921744962235727	0.9564170387724281	0.32668849041372683	0.29530903589030694	0.39152666218742355	0.9195128348920928	0.4857142857142857	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q0/S0	C2/Q1/S0	C:Q	2.0	0.9179513102231895	0.7989608555143243	0.9513980013833025	0.9172517945526119	0.7987710652930508	0.9512045396453107	0.4024865236829091	0.3108909913667019	0.6075977403546214	0.8882125219341884	0.4	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q0/S0	C2/Q2/S0	C:Q	2.0	0.8959197602244136	0.7568262670432979	0.9443540936886429	0.8957280850549549	0.7551416521679887	0.9443564088923647	0.45467391807770274	0.33364280569433	0.6662928922956133	0.8700139293402558	0.26666666666666666	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q0/S0	C2/Q0/S1	C:S	2.0	0.5791929493134561	0.5331318556395374	0.5743737175447174	0.5809993170689082	0.5317503589850794	0.579216786238963	0.8366244934330611	0.8357837990505145	0.8807674547683636	0.7156243781544529	0.0016893318692457132	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q0/S0	C2/Q1/S1	C:Q:S	3.0	0.5684477532521671	0.473475901916248	0.5712317899413929	0.5695781676277533	0.4744713520277011	0.5760344342866818	0.8420929226475704	0.8372717877236716	0.9005443438667108	0.710450623202301	0.0015261350629530714	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q0/S0	C2/Q2/S1	C:Q:S	3.0	0.561083554944049	0.4554278299055832	0.5680311390949006	0.5631523508787077	0.4563084504340144	0.5715195643173953	0.8442482274726288	0.8397423729852571	0.9019571497775749	0.7068959279292317	0.0014145271942853101	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q0/S0	C2/Q0/S2	C:S	2.0	0.4308292320428719	0.3496194132221294	0.4158296456812161	0.43410490787364775	0.35120202073575707	0.4243968642288948	0.9106967116831438	0.9082857785213501	0.9535481633118286	0.652879031820402	0.0008064841324246946	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q0/S0	C2/Q1/S2	C:Q:S	3.0	0.4262178157190392	0.32481123541306883	0.4137012783579084	0.4281250642673481	0.3245523836895805	0.42230790237724775	0.9128513201181392	0.9088534282997925	0.958650123790859	0.6499167857595108	0.0007371913011426465	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q0/S0	C2/Q2/S2	C:Q:S	3.0	0.42254206707661357	0.31437105845843516	0.41092770557774794	0.4258955657443797	0.3175251394150653	0.418988825107381	0.9132166720571291	0.9107035353798696	0.9586250155761096	0.6486821396913837	0.0006729248679384947	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q1/S0	C1/Q2/S0	Q	1.0	0.9751809871365796	0.885211814205133	0.9991306193721536	0.975128113541738	0.8850906117404399	0.9991305995440855	0.22584815862322255	0.04197850777919082	0.47578152586562866	0.9294487961070208	0.5714285714285714	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q1/S0	C1/Q0/S1	Q:S	2.0	0.5981966966611572	0.5143894201929261	0.5967839578995755	0.5952396439947408	0.504329200269416	0.5981260015519326	0.8262630819103017	0.7854968021213334	0.8781115722457531	0.7163977278894336	0.0015670472352809493	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q1/S0	C1/Q1/S1	S	1.0	0.607991885060642	0.5683953957040107	0.6002201291871284	0.6082400252104948	0.5686298687939241	0.6015123224381367	0.8197153531401963	0.7644774603918666	0.8742833744772945	0.7220418242008719	0.0014269697278564877	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q1/S0	C1/Q2/S1	Q:S	2.0	0.5988330140126059	0.5241187078785681	0.5960216281147341	0.5983743571670309	0.5232314609200085	0.5979537937837557	0.8231297194586946	0.7667944382382798	0.8803911267209437	0.7169901771016118	0.0012729587197672304	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q1/S0	C1/Q0/S2	Q:S	2.0	0.4418105786336489	0.3482374908004237	0.42766042890267436	0.4387048903187395	0.3371625698329022	0.4309108932916003	0.9060105023312194	0.8495525966040302	0.9595499295128568	0.653390075797319	0.0006757107957794064	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
pairwise_cell_stability	gain_demean											C1/Q1/S0	C1/Q1/S2	S	1.0	0.4477311319673146	0.3685393756550142	0.4305579721284953	0.4482969011389483	0.36921905933517385	0.43426938852574337	0.9026848489763961	0.8383597854934403	0.957614946233706	0.6572251668807323	0.0006373486297004461	2000.0	20260815.0	sign agreement and FDR Jaccard are descriptive
