subject	confound	smoothing	contrast	n_voxels	variance_min	variance_lt_1e_20_count	variance_lt_1e_30_count	variance_finite_count	variance_positive_count	variance_nonfinite_count	variance_nonpositive_count	variance_all_finite	variance_all_positive	sidecar_available	float64_temporal_mean_lt1_diagnostic_available	float64_temporal_mean_lt1_run_count_available	float64_temporal_mean_lt1_voxel_run_sum	float64_temporal_mean_lt1_min_per_run	float64_temporal_mean_lt1_max_per_run	float64_temporal_mean_lt1_runs_nonzero
sub-062	C0	S2	gain_demean	221116	4.8678607527108397e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-062	C0	S2	loss_demean	221116	4.2708979890448973e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-062	C1	S0	gain_demean	221116	7.958139072863516e-31	5	2	221116	221116	0	0	True	True	True	True	4	12	1	5	4
sub-062	C1	S0	loss_demean	221116	7.2714242068702019e-31	5	2	221116	221116	0	0	True	True	True	True	4	12	1	5	4
sub-062	C1	S1	gain_demean	221116	9.8186792456544936e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-062	C1	S1	loss_demean	221116	8.5669162217527628e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-062	C1	S2	gain_demean	221116	5.1139013521606103e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-062	C1	S2	loss_demean	221116	4.4328949115879368e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-062	C2	S0	gain_demean	221116	1.3640409410571755e-31	5	5	221116	221116	0	0	True	True	True	True	4	12	1	5	4
sub-062	C2	S0	loss_demean	221116	1.2403270960497996e-31	5	5	221116	221116	0	0	True	True	True	True	4	12	1	5	4
sub-062	C2	S1	gain_demean	221116	9.9779626907547936e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-062	C2	S1	loss_demean	221116	8.7988764789770357e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-062	C2	S2	gain_demean	221116	4.7855260163487401e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-062	C2	S2	loss_demean	221116	4.2070178096764721e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-063	C0	S0	gain_demean	221116	4.5239511348458162e-31	1	1	221116	221116	0	0	True	True	True	True	4	8	1	5	4
sub-063	C0	S0	loss_demean	221116	1.9065574213274923e-30	1	0	221116	221116	0	0	True	True	True	True	4	8	1	5	4
sub-063	C0	S1	gain_demean	221116	2.4723510705371154e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-063	C0	S1	loss_demean	221116	8.628737305116374e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-063	C0	S2	gain_demean	221116	1.3652531833940884e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-063	C0	S2	loss_demean	221116	4.9126542762678582e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-063	C1	S0	gain_demean	221116	3.1602389795585657e-31	1	1	221116	221116	0	0	True	True	True	True	4	8	1	5	4
sub-063	C1	S0	loss_demean	221116	1.3156574760278951e-30	1	0	221116	221116	0	0	True	True	True	True	4	8	1	5	4
sub-063	C1	S1	gain_demean	221116	2.5401886887266301e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-063	C1	S1	loss_demean	221116	8.8943916125572287e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-063	C1	S2	gain_demean	221116	1.4268960057961522e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-063	C1	S2	loss_demean	221116	5.06015521750669e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-063	C2	S0	gain_demean	221116	1.1726267323534565e-31	1	1	221116	221116	0	0	True	True	True	True	4	8	1	5	4
sub-063	C2	S0	loss_demean	221116	4.8689008924900972e-31	1	1	221116	221116	0	0	True	True	True	True	4	8	1	5	4
sub-063	C2	S1	gain_demean	221116	2.5518133952573407e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-063	C2	S1	loss_demean	221116	8.890428944141604e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-063	C2	S2	gain_demean	221116	1.4042198017705232e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-063	C2	S2	loss_demean	221116	4.957114015269326e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-064	C0	S0	gain_demean	221116	1.9198564942149553e-30	2	0	221116	221116	0	0	True	True	True	True	4	6	1	2	4
sub-064	C0	S0	loss_demean	221116	1.9817847339609077e-30	2	0	221116	221116	0	0	True	True	True	True	4	6	1	2	4
sub-064	C0	S1	gain_demean	221116	1.2312747458054218e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-064	C0	S1	loss_demean	221116	1.2530729691206943e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-064	C0	S2	gain_demean	221116	5.1698475544981193e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-064	C0	S2	loss_demean	221116	5.2025261538801715e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-064	C1	S0	gain_demean	221116	2.6604241888629428e-31	2	2	221116	221116	0	0	True	True	True	True	4	6	1	2	4
sub-064	C1	S0	loss_demean	221116	2.7394503230800236e-31	2	2	221116	221116	0	0	True	True	True	True	4	6	1	2	4
sub-064	C1	S1	gain_demean	221116	1.2665475878748111e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-064	C1	S1	loss_demean	221116	1.2595006410265341e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-064	C1	S2	gain_demean	221116	5.1040296966675669e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-064	C1	S2	loss_demean	221116	5.0569601626193617e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-064	C2	S0	gain_demean	221116	1.0825309678346823e-31	2	2	221116	221116	0	0	True	True	True	True	4	6	1	2	4
sub-064	C2	S0	loss_demean	221116	1.1316019795097587e-31	2	2	221116	221116	0	0	True	True	True	True	4	6	1	2	4
sub-064	C2	S1	gain_demean	221116	1.2300162779865786e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-064	C2	S1	loss_demean	221116	1.2096541468054056e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-064	C2	S2	gain_demean	221116	5.2656487241620198e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-064	C2	S2	loss_demean	221116	5.178428182261996e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-066	C0	S0	gain_demean	221116	5.0133357641665929e-31	3	2	221116	221116	0	0	True	True	True	True	4	7	1	2	4
sub-066	C0	S0	loss_demean	221116	5.7553101493943225e-31	3	1	221116	221116	0	0	True	True	True	True	4	7	1	2	4
sub-066	C0	S1	gain_demean	221116	1.0091729564010166e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-066	C0	S1	loss_demean	221116	1.0055138773168437e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-066	C0	S2	gain_demean	221116	5.1618085308291484e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-066	C0	S2	loss_demean	221116	5.1406095735728741e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-066	C1	S0	gain_demean	221116	1.3002561490434215e-31	3	3	221116	221116	0	0	True	True	True	True	4	7	1	2	4
sub-066	C1	S0	loss_demean	221116	1.2534702983863436e-31	3	3	221116	221116	0	0	True	True	True	True	4	7	1	2	4
sub-066	C1	S1	gain_demean	221116	1.0422305422252975e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-066	C1	S1	loss_demean	221116	1.0914476661127992e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-066	C1	S2	gain_demean	221116	5.2259929361753166e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-066	C1	S2	loss_demean	221116	5.4528641157958191e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-066	C2	S0	gain_demean	221116	1.0341411551359074e-31	3	3	221116	221116	0	0	True	True	True	True	4	7	1	2	4
sub-066	C2	S0	loss_demean	221116	1.2444727119768446e-31	3	3	221116	221116	0	0	True	True	True	True	4	7	1	2	4
sub-066	C2	S1	gain_demean	221116	1.0230863153992686e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-066	C2	S1	loss_demean	221116	1.0774011570902076e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-066	C2	S2	gain_demean	221116	4.9282366489933338e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-066	C2	S2	loss_demean	221116	5.1609695219667628e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-067	C0	S0	gain_demean	221116	3.1312079954659566e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-067	C0	S0	loss_demean	221116	0.00013459591718856245	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-067	C0	S1	gain_demean	221116	3.1669519557908643e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-067	C0	S1	loss_demean	221116	1.3517144907382317e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-067	C0	S2	gain_demean	221116	1.9758820144488709e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-067	C0	S2	loss_demean	221116	8.3725299191428348e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-067	C1	S0	gain_demean	221116	2.5233513952116482e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-067	C1	S0	loss_demean	221116	0.00010745730833150446	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-067	C1	S1	gain_demean	221116	3.0788785352342529e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-067	C1	S1	loss_demean	221116	1.3035976735409349e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-067	C1	S2	gain_demean	221116	1.8383562974122469e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-067	C1	S2	loss_demean	221116	7.7362101364997216e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-067	C2	S0	gain_demean	221116	2.4079128706944175e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-067	C2	S0	loss_demean	221116	0.00010148452565772459	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-067	C2	S1	gain_demean	221116	3.0622775284427917e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-067	C2	S1	loss_demean	221116	1.3040767044003587e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-067	C2	S2	gain_demean	221116	1.6629942365398165e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-067	C2	S2	loss_demean	221116	7.0178557507460937e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-068	C0	S0	gain_demean	221116	8.9120003394782543e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-068	C0	S0	loss_demean	221116	8.125277963699773e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-068	C0	S1	gain_demean	221116	1.3647064406541176e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-068	C0	S1	loss_demean	221116	1.2651815268327482e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-068	C0	S2	gain_demean	221116	9.1563397290883586e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-068	C0	S2	loss_demean	221116	8.2832711996161379e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-068	C1	S0	gain_demean	221116	7.8753611887805164e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-068	C1	S0	loss_demean	221116	7.4354087701067328e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-068	C1	S1	gain_demean	221116	1.1887374057550915e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-068	C1	S1	loss_demean	221116	1.1343649021000601e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-068	C1	S2	gain_demean	221116	7.7042013799655251e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-068	C1	S2	loss_demean	221116	7.2511620601289906e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-068	C2	S0	gain_demean	221116	7.7789263741578907e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-068	C2	S0	loss_demean	221116	7.3485745815560222e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-068	C2	S1	gain_demean	221116	1.1210025149921421e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-068	C2	S1	loss_demean	221116	1.0753998139989562e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-068	C2	S2	gain_demean	221116	6.732127076247707e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-068	C2	S2	loss_demean	221116	6.3276038417825475e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-069	C0	S0	gain_demean	221116	4.2544946219219372e-32	4	4	221116	221116	0	0	True	True	True	True	4	6	1	2	4
sub-069	C0	S0	loss_demean	221116	1.7652346944546855e-31	4	3	221116	221116	0	0	True	True	True	True	4	6	1	2	4
sub-069	C0	S1	gain_demean	221116	2.0669629066105699e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-069	C0	S1	loss_demean	221116	8.7065718616941012e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-069	C0	S2	gain_demean	221116	8.6825815515112481e-07	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-069	C0	S2	loss_demean	221116	3.6324800021247938e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-069	C1	S0	gain_demean	221116	5.0138092532911042e-31	4	3	221116	221116	0	0	True	True	True	True	4	6	1	2	4
sub-069	C1	S0	loss_demean	221116	1.9644803286422268e-30	4	0	221116	221116	0	0	True	True	True	True	4	6	1	2	4
sub-069	C1	S1	gain_demean	221116	2.1032587937952485e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-069	C1	S1	loss_demean	221116	8.7121661636047065e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-069	C1	S2	gain_demean	221116	9.4593076482851757e-07	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-069	C1	S2	loss_demean	221116	3.8890425457793754e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-069	C2	S0	gain_demean	221116	1.3366414607832939e-31	4	4	221116	221116	0	0	True	True	True	True	4	6	1	2	4
sub-069	C2	S0	loss_demean	221116	4.6548490135782426e-31	4	2	221116	221116	0	0	True	True	True	True	4	6	1	2	4
sub-069	C2	S1	gain_demean	221116	2.0849045085924445e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-069	C2	S1	loss_demean	221116	8.6437166828545742e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-069	C2	S2	gain_demean	221116	9.1352143272160902e-07	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-069	C2	S2	loss_demean	221116	3.7684865219489438e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-070	C0	S0	gain_demean	221116	8.1367019447498024e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-070	C0	S0	loss_demean	221116	8.1327503721695393e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-070	C0	S1	gain_demean	221116	9.0866287791868672e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-070	C0	S1	loss_demean	221116	9.0507364802761003e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-070	C0	S2	gain_demean	221116	5.0572934924275614e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-070	C0	S2	loss_demean	221116	5.0863841352111194e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-070	C1	S0	gain_demean	221116	7.0745707489550114e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-070	C1	S0	loss_demean	221116	7.071049913065508e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-070	C1	S1	gain_demean	221116	9.2229493020568043e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-070	C1	S1	loss_demean	221116	9.2040791059844196e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-070	C1	S2	gain_demean	221116	5.0702728913165629e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-070	C1	S2	loss_demean	221116	5.0888547775684856e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-070	C2	S0	gain_demean	221116	6.9187830376904458e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-070	C2	S0	loss_demean	221116	6.8156929046381265e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-070	C2	S1	gain_demean	221116	9.0475305114523508e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-070	C2	S1	loss_demean	221116	8.7905491454876028e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-070	C2	S2	gain_demean	221116	4.5363117351371329e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-070	C2	S2	loss_demean	221116	4.4750436245521996e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-071	C0	S0	gain_demean	221116	8.9007062793344902e-32	2	1	221116	221116	0	0	True	True	True	True	4	5	1	2	4
sub-071	C0	S0	loss_demean	221116	3.1332171856196033e-31	2	1	221116	221116	0	0	True	True	True	True	4	5	1	2	4
sub-071	C0	S1	gain_demean	221116	2.1384523734013783e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-071	C0	S1	loss_demean	221116	9.1015617726952769e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-071	C0	S2	gain_demean	221116	9.9554927146527916e-07	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-071	C0	S2	loss_demean	221116	4.2416631913511083e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-071	C1	S0	gain_demean	221116	3.9884420467644518e-32	2	2	221116	221116	0	0	True	True	True	True	4	5	1	2	4
sub-071	C1	S0	loss_demean	221116	1.3903676651864967e-31	2	1	221116	221116	0	0	True	True	True	True	4	5	1	2	4
sub-071	C1	S1	gain_demean	221116	2.1158191430004081e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-071	C1	S1	loss_demean	221116	8.9496270447853021e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-071	C1	S2	gain_demean	221116	9.6221231160598109e-07	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-071	C1	S2	loss_demean	221116	4.0780523704597726e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-071	C2	S0	gain_demean	221116	2.7759349053178229e-32	2	2	221116	221116	0	0	True	True	True	True	4	5	1	2	4
sub-071	C2	S0	loss_demean	221116	9.6246938377531125e-32	2	2	221116	221116	0	0	True	True	True	True	4	5	1	2	4
sub-071	C2	S1	gain_demean	221116	2.0671227503044065e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-071	C2	S1	loss_demean	221116	8.7589451140956953e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-071	C2	S2	gain_demean	221116	9.0969712118749158e-07	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-071	C2	S2	loss_demean	221116	3.8624139051535167e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-072	C0	S0	gain_demean	221116	1.2716583199873512e-28	1	0	221116	221116	0	0	True	True	True	True	4	1	0	1	1
sub-072	C0	S0	loss_demean	221116	1.2678035712036601e-28	1	0	221116	221116	0	0	True	True	True	True	4	1	0	1	1
sub-072	C0	S1	gain_demean	221116	1.4656783605460078e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-072	C0	S1	loss_demean	221116	1.4055660358280875e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-072	C0	S2	gain_demean	221116	6.8404078774619848e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-072	C0	S2	loss_demean	221116	6.5951244323514402e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-072	C1	S0	gain_demean	221116	1.7737220457862666e-29	1	0	221116	221116	0	0	True	True	True	True	4	1	0	1	1
sub-072	C1	S0	loss_demean	221116	1.7649370969008766e-29	1	0	221116	221116	0	0	True	True	True	True	4	1	0	1	1
sub-072	C1	S1	gain_demean	221116	1.4177047887642402e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-072	C1	S1	loss_demean	221116	1.3767410564469174e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-072	C1	S2	gain_demean	221116	6.8852377808070742e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-072	C1	S2	loss_demean	221116	6.7306114033272024e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-072	C2	S0	gain_demean	221116	1.8897965645966317e-30	1	0	221116	221116	0	0	True	True	True	True	4	1	0	1	1
sub-072	C2	S0	loss_demean	221116	1.8998604889515356e-30	1	0	221116	221116	0	0	True	True	True	True	4	1	0	1	1
sub-072	C2	S1	gain_demean	221116	1.4336490494315512e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-072	C2	S1	loss_demean	221116	1.3792175195703749e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-072	C2	S2	gain_demean	221116	6.5921726672968362e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-072	C2	S2	loss_demean	221116	6.4160335568885785e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-073	C0	S0	gain_demean	221116	4.1083085575363039e-31	3	2	221116	221116	0	0	True	True	True	True	4	5	0	2	3
sub-073	C0	S0	loss_demean	221116	1.4962693618452976e-30	3	0	221116	221116	0	0	True	True	True	True	4	5	0	2	3
sub-073	C0	S1	gain_demean	221116	2.7752034839068074e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-073	C0	S1	loss_demean	221116	1.1645456652331632e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-073	C0	S2	gain_demean	221116	1.4926715721230721e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-073	C0	S2	loss_demean	221116	6.2742888076172676e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-073	C1	S0	gain_demean	221116	3.6604628422882747e-31	3	3	221116	221116	0	0	True	True	True	True	4	5	0	2	3
sub-073	C1	S0	loss_demean	221116	1.3452955442335957e-30	3	0	221116	221116	0	0	True	True	True	True	4	5	0	2	3
sub-073	C1	S1	gain_demean	221116	2.7219568892178359e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-073	C1	S1	loss_demean	221116	1.1537845239217859e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-073	C1	S2	gain_demean	221116	1.4471543181571178e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-073	C1	S2	loss_demean	221116	6.1532132349384483e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-073	C2	S0	gain_demean	221116	1.4498500303268061e-32	3	3	221116	221116	0	0	True	True	True	True	4	5	0	2	3
sub-073	C2	S0	loss_demean	221116	5.2157565966748013e-32	3	3	221116	221116	0	0	True	True	True	True	4	5	0	2	3
sub-073	C2	S1	gain_demean	221116	2.6643590445019072e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-073	C2	S1	loss_demean	221116	1.1295662261545658e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-073	C2	S2	gain_demean	221116	1.3782989753963193e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-073	C2	S2	loss_demean	221116	5.8641894611355383e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-074	C0	S0	gain_demean	221116	1.0026552098107142e-30	1	0	221116	221116	0	0	True	True	True	True	4	4	0	3	2
sub-074	C0	S0	loss_demean	221116	9.195906412414965e-31	1	1	221116	221116	0	0	True	True	True	True	4	4	0	3	2
sub-074	C0	S1	gain_demean	221116	9.9887220130767673e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-074	C0	S1	loss_demean	221116	1.0823038792295847e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-074	C0	S2	gain_demean	221116	5.510004484676756e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-074	C0	S2	loss_demean	221116	5.9695889831345994e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-074	C1	S0	gain_demean	221116	1.7870696430805316e-30	1	0	221116	221116	0	0	True	True	True	True	4	4	0	3	2
sub-074	C1	S0	loss_demean	221116	1.640720784482253e-30	1	0	221116	221116	0	0	True	True	True	True	4	4	0	3	2
sub-074	C1	S1	gain_demean	221116	1.0014174222305883e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-074	C1	S1	loss_demean	221116	1.0982076673826668e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-074	C1	S2	gain_demean	221116	5.7493170970701613e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-074	C1	S2	loss_demean	221116	6.3119628066488076e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-074	C2	S0	gain_demean	221116	1.412810438431266e-31	1	1	221116	221116	0	0	True	True	True	True	4	4	0	3	2
sub-074	C2	S0	loss_demean	221116	1.2955364216754349e-31	1	1	221116	221116	0	0	True	True	True	True	4	4	0	3	2
sub-074	C2	S1	gain_demean	221116	8.9225777628598735e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-074	C2	S1	loss_demean	221116	9.7217371148872189e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-074	C2	S2	gain_demean	221116	4.6814593588351272e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-074	C2	S2	loss_demean	221116	5.1352053560549393e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-075	C0	S0	gain_demean	221116	1.2881433850548083e-31	3	2	221116	221116	0	0	True	True	True	True	4	4	0	2	3
sub-075	C0	S0	loss_demean	221116	4.2010000486805639e-31	3	1	221116	221116	0	0	True	True	True	True	4	4	0	2	3
sub-075	C0	S1	gain_demean	221116	3.2328682664228836e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
