subject	confound	smoothing	contrast	n_voxels	variance_min	variance_lt_1e_20_count	variance_lt_1e_30_count	variance_finite_count	variance_positive_count	variance_nonfinite_count	variance_nonpositive_count	variance_all_finite	variance_all_positive	sidecar_available	float64_temporal_mean_lt1_diagnostic_available	float64_temporal_mean_lt1_run_count_available	float64_temporal_mean_lt1_voxel_run_sum	float64_temporal_mean_lt1_min_per_run	float64_temporal_mean_lt1_max_per_run	float64_temporal_mean_lt1_runs_nonzero
sub-030	C2	S1	loss_demean	221116	4.1757877625059336e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-030	C2	S2	gain_demean	221116	2.6617757612257265e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-030	C2	S2	loss_demean	221116	2.6406585675431415e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-032	C0	S0	gain_demean	221116	0.000172281070263125	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-032	C0	S0	loss_demean	221116	0.00018803875718731433	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-032	C0	S1	gain_demean	221116	1.8457476471667178e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-032	C0	S1	loss_demean	221116	1.9866249203914776e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-032	C0	S2	gain_demean	221116	1.1667675607895944e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-032	C0	S2	loss_demean	221116	1.249381330126198e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-032	C1	S0	gain_demean	221116	0.00017319238395430148	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-032	C1	S0	loss_demean	221116	0.00018615141743794084	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-032	C1	S1	gain_demean	221116	1.6419411622337066e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-032	C1	S1	loss_demean	221116	1.7450212908443063e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-032	C1	S2	gain_demean	221116	1.0503733392397407e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-032	C1	S2	loss_demean	221116	1.0887916687352117e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-032	C2	S0	gain_demean	221116	0.00015293004980776459	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-032	C2	S0	loss_demean	221116	0.00015922934107948095	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-032	C2	S1	gain_demean	221116	1.3255270459922031e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-032	C2	S1	loss_demean	221116	1.3859729733667336e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-032	C2	S2	gain_demean	221116	7.8251687227748334e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-032	C2	S2	loss_demean	221116	8.0481049735681154e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-033	C0	S0	gain_demean	221116	1.5863601220189594e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-033	C0	S0	loss_demean	221116	6.2349114159587771e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-033	C0	S1	gain_demean	221116	2.5525164346618112e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-033	C0	S1	loss_demean	221116	1.0104567081725691e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-033	C0	S2	gain_demean	221116	1.182754658657359e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-033	C0	S2	loss_demean	221116	4.6272862164187245e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-033	C1	S0	gain_demean	221116	1.6476213204441592e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-033	C1	S0	loss_demean	221116	6.4540508901700377e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-033	C1	S1	gain_demean	221116	2.5859476409095805e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-033	C1	S1	loss_demean	221116	1.0237205970042851e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-033	C1	S2	gain_demean	221116	1.151621290773619e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-033	C1	S2	loss_demean	221116	4.5035162656859029e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-033	C2	S0	gain_demean	221116	1.5190774320217315e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-033	C2	S0	loss_demean	221116	5.9312103985575959e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-033	C2	S1	gain_demean	221116	2.3996128675207729e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-033	C2	S1	loss_demean	221116	9.4060260380501859e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-033	C2	S2	gain_demean	221116	1.0687383564800257e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-033	C2	S2	loss_demean	221116	4.1661241994006559e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-035	C0	S0	gain_demean	221116	1.8909488062490709e-05	0	0	221116	221116	0	0	True	True	True	True	4	1	0	1	1
sub-035	C0	S0	loss_demean	221116	7.8463803220074624e-05	0	0	221116	221116	0	0	True	True	True	True	4	1	0	1	1
sub-035	C0	S1	gain_demean	221116	2.5853464649117086e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-035	C0	S1	loss_demean	221116	1.0493730769667309e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-035	C0	S2	gain_demean	221116	1.2988639355171472e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-035	C0	S2	loss_demean	221116	5.3183707677817438e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-035	C1	S0	gain_demean	221116	1.804032945074141e-05	0	0	221116	221116	0	0	True	True	True	True	4	1	0	1	1
sub-035	C1	S0	loss_demean	221116	7.4855954153463244e-05	0	0	221116	221116	0	0	True	True	True	True	4	1	0	1	1
sub-035	C1	S1	gain_demean	221116	2.6352477107138839e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-035	C1	S1	loss_demean	221116	1.0708245099522173e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-035	C1	S2	gain_demean	221116	1.1199533673789119e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-035	C1	S2	loss_demean	221116	4.603632987709716e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-035	C2	S0	gain_demean	221116	1.8375285435467958e-05	0	0	221116	221116	0	0	True	True	True	True	4	1	0	1	1
sub-035	C2	S0	loss_demean	221116	7.6837590313516557e-05	0	0	221116	221116	0	0	True	True	True	True	4	1	0	1	1
sub-035	C2	S1	gain_demean	221116	2.7320691060594982e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-035	C2	S1	loss_demean	221116	1.1341080607962795e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-035	C2	S2	gain_demean	221116	1.0726156460805214e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-035	C2	S2	loss_demean	221116	4.4614785110752564e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-036	C0	S0	gain_demean	221116	7.9858025691685923e-32	2	1	221116	221116	0	0	True	True	True	True	4	3	0	2	2
sub-036	C0	S0	loss_demean	221116	7.5880458437034516e-32	2	1	221116	221116	0	0	True	True	True	True	4	3	0	2	2
sub-036	C0	S1	gain_demean	221116	1.354396044916939e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-036	C0	S1	loss_demean	221116	1.2283073374419473e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-036	C0	S2	gain_demean	221116	7.8935136116342619e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-036	C0	S2	loss_demean	221116	7.1897375164553523e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-036	C1	S0	gain_demean	221116	3.7492291226962689e-31	2	1	221116	221116	0	0	True	True	True	True	4	3	0	2	2
sub-036	C1	S0	loss_demean	221116	3.5729174303130445e-31	2	1	221116	221116	0	0	True	True	True	True	4	3	0	2	2
sub-036	C1	S1	gain_demean	221116	1.3250487427285407e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-036	C1	S1	loss_demean	221116	1.2259105460543651e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-036	C1	S2	gain_demean	221116	7.165266197262099e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-036	C1	S2	loss_demean	221116	6.6367897488817107e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-036	C2	S0	gain_demean	221116	2.9807609755919664e-31	2	2	221116	221116	0	0	True	True	True	True	4	3	0	2	2
sub-036	C2	S0	loss_demean	221116	2.8509045848543686e-31	2	2	221116	221116	0	0	True	True	True	True	4	3	0	2	2
sub-036	C2	S1	gain_demean	221116	1.2829757906729355e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-036	C2	S1	loss_demean	221116	1.2072619938408025e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-036	C2	S2	gain_demean	221116	6.4491678131162189e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-036	C2	S2	loss_demean	221116	6.1331870711001102e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-037	C0	S0	gain_demean	221116	1.8741792287702509e-30	3386	0	221116	221116	0	0	True	True	True	True	4	3494	0	3491	2
sub-037	C0	S0	loss_demean	221116	8.6168031641829319e-30	3386	0	221116	221116	0	0	True	True	True	True	4	3494	0	3491	2
sub-037	C0	S1	gain_demean	221116	1.8742610431770682e-30	16	0	221116	221116	0	0	True	True	True	True	4	661	0	661	1
sub-037	C0	S1	loss_demean	221116	8.6171793223751951e-30	16	0	221116	221116	0	0	True	True	True	True	4	661	0	661	1
sub-037	C0	S2	gain_demean	221116	1.0196656603511656e-06	0	0	221116	221116	0	0	True	True	True	True	4	126	0	126	1
sub-037	C0	S2	loss_demean	221116	4.1754901758395135e-06	0	0	221116	221116	0	0	True	True	True	True	4	126	0	126	1
sub-037	C1	S0	gain_demean	221116	1.1203997534452925e-31	3386	3386	221116	221116	0	0	True	True	True	True	4	3494	0	3491	2
sub-037	C1	S0	loss_demean	221116	5.1955232826118376e-31	3386	3386	221116	221116	0	0	True	True	True	True	4	3494	0	3491	2
sub-037	C1	S1	gain_demean	221116	1.2023629778473378e-31	16	16	221116	221116	0	0	True	True	True	True	4	661	0	661	1
sub-037	C1	S1	loss_demean	221116	5.5756033942270531e-31	16	16	221116	221116	0	0	True	True	True	True	4	661	0	661	1
sub-037	C1	S2	gain_demean	221116	1.0291672651874251e-06	0	0	221116	221116	0	0	True	True	True	True	4	126	0	126	1
sub-037	C1	S2	loss_demean	221116	4.3453910620883107e-06	0	0	221116	221116	0	0	True	True	True	True	4	126	0	126	1
sub-037	C2	S0	gain_demean	221116	4.5918188889377164e-32	3386	3386	221116	221116	0	0	True	True	True	True	4	3494	0	3491	2
sub-037	C2	S0	loss_demean	221116	2.1273433782367896e-31	3386	1744	221116	221116	0	0	True	True	True	True	4	3494	0	3491	2
sub-037	C2	S1	gain_demean	221116	4.8449178102227279e-32	16	16	221116	221116	0	0	True	True	True	True	4	661	0	661	1
sub-037	C2	S1	loss_demean	221116	2.2446015258188845e-31	16	14	221116	221116	0	0	True	True	True	True	4	661	0	661	1
sub-037	C2	S2	gain_demean	221116	1.0459389159223065e-06	0	0	221116	221116	0	0	True	True	True	True	4	126	0	126	1
sub-037	C2	S2	loss_demean	221116	4.6874715735611971e-06	0	0	221116	221116	0	0	True	True	True	True	4	126	0	126	1
sub-038	C0	S0	gain_demean	221116	1.9074549347742321e-31	1	1	221116	221116	0	0	True	True	True	True	4	3	0	1	3
sub-038	C0	S0	loss_demean	221116	2.2685287133298722e-31	1	1	221116	221116	0	0	True	True	True	True	4	3	0	1	3
sub-038	C0	S1	gain_demean	221116	8.0371864896733314e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-038	C0	S1	loss_demean	221116	8.2388241935404949e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-038	C0	S2	gain_demean	221116	4.9479303925181739e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-038	C0	S2	loss_demean	221116	5.0616063163033687e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-038	C1	S0	gain_demean	221116	1.4935282782903665e-29	1	0	221116	221116	0	0	True	True	True	True	4	3	0	1	3
sub-038	C1	S0	loss_demean	221116	1.7476070375934833e-29	1	0	221116	221116	0	0	True	True	True	True	4	3	0	1	3
sub-038	C1	S1	gain_demean	221116	8.2377127910149284e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-038	C1	S1	loss_demean	221116	8.5642814156017266e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-038	C1	S2	gain_demean	221116	4.9555596888239961e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-038	C1	S2	loss_demean	221116	5.1454435379127972e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-038	C2	S0	gain_demean	221116	4.3637796851959923e-31	1	1	221116	221116	0	0	True	True	True	True	4	3	0	1	3
sub-038	C2	S0	loss_demean	221116	5.1219218197249316e-31	1	1	221116	221116	0	0	True	True	True	True	4	3	0	1	3
sub-038	C2	S1	gain_demean	221116	7.2650991569389589e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-038	C2	S1	loss_demean	221116	7.5321595431887545e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-038	C2	S2	gain_demean	221116	4.1753210098249838e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-038	C2	S2	loss_demean	221116	4.3393529267632402e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-039	C0	S0	gain_demean	221116	1.8865082893171348e-05	0	0	221116	221116	0	0	True	True	True	True	4	2	0	2	1
sub-039	C0	S0	loss_demean	221116	8.0933365097735077e-05	0	0	221116	221116	0	0	True	True	True	True	4	2	0	2	1
sub-039	C0	S1	gain_demean	221116	2.0573650090227602e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-039	C0	S1	loss_demean	221116	8.8243223217432387e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-039	C0	S2	gain_demean	221116	1.1364073770891991e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-039	C0	S2	loss_demean	221116	4.8729157242632937e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-039	C1	S0	gain_demean	221116	1.8363432900514454e-05	0	0	221116	221116	0	0	True	True	True	True	4	2	0	2	1
sub-039	C1	S0	loss_demean	221116	7.8482851677108556e-05	0	0	221116	221116	0	0	True	True	True	True	4	2	0	2	1
sub-039	C1	S1	gain_demean	221116	2.0245922769390745e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-039	C1	S1	loss_demean	221116	8.6503760030609556e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-039	C1	S2	gain_demean	221116	1.121239733947732e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-039	C1	S2	loss_demean	221116	4.7984681259549689e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-039	C2	S0	gain_demean	221116	1.7917009245138615e-05	0	0	221116	221116	0	0	True	True	True	True	4	2	0	2	1
sub-039	C2	S0	loss_demean	221116	7.6234304287936538e-05	0	0	221116	221116	0	0	True	True	True	True	4	2	0	2	1
sub-039	C2	S1	gain_demean	221116	2.0331535779405385e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-039	C2	S1	loss_demean	221116	8.6490717876586132e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-039	C2	S2	gain_demean	221116	1.0671407153495238e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-039	C2	S2	loss_demean	221116	4.5333135858527385e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-040	C0	S0	gain_demean	221116	7.3946706834249198e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-040	C0	S0	loss_demean	221116	6.596712046302855e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-040	C0	S1	gain_demean	221116	9.8144864750793204e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-040	C0	S1	loss_demean	221116	8.704630090505816e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-040	C0	S2	gain_demean	221116	7.791297321091406e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-040	C0	S2	loss_demean	221116	6.956721335882321e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-040	C1	S0	gain_demean	221116	7.4792798841372132e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-040	C1	S0	loss_demean	221116	6.7944834881927818e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-040	C1	S1	gain_demean	221116	1.0409260539745446e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-040	C1	S1	loss_demean	221116	9.2760437837569043e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-040	C1	S2	gain_demean	221116	7.9486917456961237e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-040	C1	S2	loss_demean	221116	7.1249082793656271e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-040	C2	S0	gain_demean	221116	7.4335534009151161e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-040	C2	S0	loss_demean	221116	6.9181944127194583e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-040	C2	S1	gain_demean	221116	9.9712742667179555e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-040	C2	S1	loss_demean	221116	9.2208911155466922e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-040	C2	S2	gain_demean	221116	4.9369255066267215e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-040	C2	S2	loss_demean	221116	4.5905671868240461e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-041	C0	S0	gain_demean	221116	2.4041839352495114e-32	4	4	221116	221116	0	0	True	True	True	True	4	9	1	5	4
sub-041	C0	S0	loss_demean	221116	8.6648574437742081e-32	4	4	221116	221116	0	0	True	True	True	True	4	9	1	5	4
sub-041	C0	S1	gain_demean	221116	2.675742734936648e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-041	C0	S1	loss_demean	221116	9.5571331257815473e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-041	C0	S2	gain_demean	221116	1.337373987553292e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-041	C0	S2	loss_demean	221116	4.7711027946206741e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-041	C1	S0	gain_demean	221116	2.4912740782626681e-30	4	0	221116	221116	0	0	True	True	True	True	4	9	1	5	4
sub-041	C1	S0	loss_demean	221116	9.3880395534636469e-30	4	0	221116	221116	0	0	True	True	True	True	4	9	1	5	4
sub-041	C1	S1	gain_demean	221116	2.8094150366086978e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-041	C1	S1	loss_demean	221116	9.9080925792804919e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-041	C1	S2	gain_demean	221116	1.3393882909440435e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-041	C1	S2	loss_demean	221116	4.7155986067082267e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-041	C2	S0	gain_demean	221116	4.1350020946777992e-32	4	4	221116	221116	0	0	True	True	True	True	4	9	1	5	4
sub-041	C2	S0	loss_demean	221116	1.533385125774771e-31	4	4	221116	221116	0	0	True	True	True	True	4	9	1	5	4
sub-041	C2	S1	gain_demean	221116	2.7540352220967179e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-041	C2	S1	loss_demean	221116	9.7457177616888657e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-041	C2	S2	gain_demean	221116	1.2136214309066418e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-041	C2	S2	loss_demean	221116	4.2755827962537296e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-043	C0	S0	gain_demean	221116	1.9645642169052735e-05	0	0	221116	221116	0	0	True	True	True	True	4	4	0	2	3
sub-043	C0	S0	loss_demean	221116	7.6160860771778971e-05	0	0	221116	221116	0	0	True	True	True	True	4	4	0	2	3
sub-043	C0	S1	gain_demean	221116	2.7193223104404751e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-043	C0	S1	loss_demean	221116	1.0507702427275945e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-043	C0	S2	gain_demean	221116	1.3638356222145376e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-043	C0	S2	loss_demean	221116	5.2059335757803638e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-043	C1	S0	gain_demean	221116	1.924768730532378e-05	0	0	221116	221116	0	0	True	True	True	True	4	4	0	2	3
sub-043	C1	S0	loss_demean	221116	7.3580034950282425e-05	0	0	221116	221116	0	0	True	True	True	True	4	4	0	2	3
sub-043	C1	S1	gain_demean	221116	2.630368726386223e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-043	C1	S1	loss_demean	221116	9.9378021332086064e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-043	C1	S2	gain_demean	221116	1.2437405985110672e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-043	C1	S2	loss_demean	221116	4.6761501835135277e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-043	C2	S0	gain_demean	221116	1.7403015590389259e-05	0	0	221116	221116	0	0	True	True	True	True	4	4	0	2	3
sub-043	C2	S0	loss_demean	221116	6.3821469666436315e-05	0	0	221116	221116	0	0	True	True	True	True	4	4	0	2	3
sub-043	C2	S1	gain_demean	221116	2.5727001684572315e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-043	C2	S1	loss_demean	221116	9.4092392828315496e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-043	C2	S2	gain_demean	221116	1.1079762316512642e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-043	C2	S2	loss_demean	221116	4.0139661905413959e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-044	C0	S0	gain_demean	221116	6.3787185354158282e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-044	C0	S0	loss_demean	221116	6.2119579524733126e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-044	C0	S1	gain_demean	221116	8.6450527305714786e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-044	C0	S1	loss_demean	221116	8.4033845269004814e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-044	C0	S2	gain_demean	221116	4.9073073569161352e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-044	C0	S2	loss_demean	221116	4.7541871026623994e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-044	C1	S0	gain_demean	221116	6.5422085754107684e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-044	C1	S0	loss_demean	221116	6.3224302721209824e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-044	C1	S1	gain_demean	221116	8.8188644440378994e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-044	C1	S1	loss_demean	221116	8.4955518104834482e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-044	C1	S2	gain_demean	221116	4.8446813707414549e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-044	C1	S2	loss_demean	221116	4.6566383389290422e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-044	C2	S0	gain_demean	221116	6.42106679151766e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-044	C2	S0	loss_demean	221116	6.2681887357030064e-05	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-044	C2	S1	gain_demean	221116	8.4546709331334569e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-044	C2	S1	loss_demean	221116	8.2750320871127769e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-044	C2	S2	gain_demean	221116	4.5467168092727661e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-044	C2	S2	loss_demean	221116	4.4011549107381143e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-045	C0	S0	gain_demean	221116	3.1503045829261788e-32	3	1	221116	221116	0	0	True	True	True	True	4	6	0	3	3
sub-045	C0	S0	loss_demean	221116	1.130157179403163e-31	3	1	221116	221116	0	0	True	True	True	True	4	6	0	3	3
sub-045	C0	S1	gain_demean	221116	1.9211793187423609e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-045	C0	S1	loss_demean	221116	8.675483513798099e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-045	C0	S2	gain_demean	221116	1.0676518513719202e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-045	C0	S2	loss_demean	221116	4.7004664338601287e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-045	C1	S0	gain_demean	221116	2.3759768903566149e-31	3	2	221116	221116	0	0	True	True	True	True	4	6	0	3	3
sub-045	C1	S0	loss_demean	221116	8.3403092134344935e-31	3	1	221116	221116	0	0	True	True	True	True	4	6	0	3	3
sub-045	C1	S1	gain_demean	221116	2.0278891952330014e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-045	C1	S1	loss_demean	221116	8.9256964201922528e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-045	C1	S2	gain_demean	221116	1.0765011211333331e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-045	C1	S2	loss_demean	221116	4.7028793233039323e-06	0	0	221116	221116	0	0	True	True	True	True	4	0	0	0	0
sub-045	C2	S0	gain_demean	221116	6.8900190780227396e-33	3	3	221116	221116	0	0	True	True	True	True	4	6	0	3	3
sub-045	C2	S0	loss_demean	221116	2.463991471514617e-32	3	1	221116	221116	0	0	True	True	True	True	4	6	0	3	3
